userName,score,at,content,content_casefold,cleaned,normalized,tokens,no_stopword,stemmed,unique,clean_final,preprocessed,Unigram,Bigram,Trigram
Siti Rukoyah,1,2025-10-28 04:58:07,kembaliin player onl lebih tepatnya panutan kami,kembaliin player onl lebih tepatnya panutan kami,kembaliin player onl lebih tepatnya panutan kami,kembaliin player onl lebih tepatnya panutan kami,"['kembaliin', 'player', 'onl', 'lebih', 'tepatnya', 'panutan', 'kami']","['kembaliin', 'onl', 'tepatnya', 'panutan']","['kembaliin', 'onl', 'tepat', 'panutan']","['kembaliin', 'onl', 'tepat', 'panutan']","['kembaliin', 'onl', 'tepat', 'panutan']",kembaliin onl tepat panutan,"[('kembaliin',), ('onl',), ('tepat',), ('panutan',)]","[('kembaliin', 'onl'), ('onl', 'tepat'), ('tepat', 'panutan')]","[('kembaliin', 'onl', 'tepat'), ('onl', 'tepat', 'panutan')]"
2025 Ekabaru,5,2025-10-28 04:49:44,beri saya dm,beri saya dm,beri saya dm,beri saya berlian,"['beri', 'saya', 'berlian']",['beri'],['beri'],['beri'],['beri'],beri,"[('beri',)]",[],[]
Alkyan Arsy,5,2025-10-28 04:45:00,aku cinta epep,aku cinta epep,aku cinta epep,aku cinta epep,"['aku', 'cinta', 'epep']",['epep'],['epep'],['epep'],['epep'],epep,"[('epep',)]",[],[]
Ferdi Jr,5,2025-10-28 04:44:55,ff sangat baik,ff sangat baik,ff sangat baik,ff sangat baik,"['ff', 'sangat', 'baik']",['sangat'],['sangat'],['sangat'],['sangat'],sangat,"[('sangat',)]",[],[]
Felisia Diana,5,2025-10-28 04:44:21,game ini sangat seru,game ini sangat seru,game ini sangat seru,permainan ini sangat seru,"['permainan', 'ini', 'sangat', 'seru']","['permainan', 'sangat', 'seru']","['main', 'sangat', 'seru']","['main', 'sangat', 'seru']","['main', 'sangat', 'seru']",main sangat seru,"[('main',), ('sangat',), ('seru',)]","[('main', 'sangat'), ('sangat', 'seru')]","[('main', 'sangat', 'seru')]"
Hero Villain,5,2025-10-28 04:44:14,bagus,bagus,bagus,bagus,['bagus'],[],[],[],[],,[],[],[]
sᴀsᴜᴋᴇ乂NARUTO,1,2025-10-28 04:44:00,game lol wifi enak gamenya ngeleg emang pilih kasih nih Garena😡😡😡😡😡😡,game lol wifi enak gamenya ngeleg emang pilih kasih nih garena😡😡😡😡😡😡,game lol wifi enak gamenya ngeleg emang pilih kasih nih garena,permainan lol wifi enak game nya lemot emang pilih kasih nih garena,"['permainan', 'lol', 'wifi', 'enak', 'game', 'nya', 'lemot', 'emang', 'pilih', 'kasih', 'nih', 'garena']","['permainan', 'lol', 'enak', 'emang', 'garena']","['main', 'lol', 'enak', 'emang', 'garena']","['main', 'lol', 'enak', 'emang', 'garena']","['main', 'lol', 'enak', 'emang', 'garena']",main lol enak emang garena,"[('main',), ('lol',), ('enak',), ('emang',), ('garena',)]","[('main', 'lol'), ('lol', 'enak'), ('enak', 'emang'), ('emang', 'garena')]","[('main', 'lol', 'enak'), ('lol', 'enak', 'emang'), ('enak', 'emang', 'garena')]"
Reno Denaji,5,2025-10-28 04:41:02,seru,seru,seru,seru,['seru'],['seru'],['seru'],['seru'],['seru'],seru,"[('seru',)]",[],[]
Rocki Rahman,5,2025-10-28 04:38:48,stm tomson,stm tomson,stm tomson,stm tomson,"['stm', 'tomson']","['stm', 'tomson']","['stm', 'tomson']","['stm', 'tomson']","['stm', 'tomson']",stm tomson,"[('stm',), ('tomson',)]","[('stm', 'tomson')]",[]
Kelana Putra,1,2025-10-28 04:25:47,FF burik ram-nya tingg,ff burik ram-nya tingg,ff burik ramnya tingg,ff burik ramnya tingg,"['ff', 'burik', 'ramnya', 'tingg']","['burik', 'ramnya', 'tingg']","['burik', 'ram', 'tingg']","['burik', 'ram', 'tingg']","['burik', 'ram', 'tingg']",burik ram tingg,"[('burik',), ('ram',), ('tingg',)]","[('burik', 'ram'), ('ram', 'tingg')]","[('burik', 'ram', 'tingg')]"
alifah 444,5,2025-10-28 04:22:25,aku mau kambek malah ngebak gak bisa log-in wifi aku dan enak padahal bintang satu aja tapi sekarang udah gak ngebak,aku mau kambek malah ngebak gak bisa log-in wifi aku dan enak padahal bintang satu aja tapi sekarang udah gak ngebak,aku mau kambek malah ngebak gak bisa login wifi aku dan enak padahal bintang satu aja tapi sekarang udah gak ngebak,aku mau kambek malah ngebak gak bisa login wifi aku dan enak padahal bintang satu aja tapi sekarang udah gak ngebak,"['aku', 'mau', 'kambek', 'malah', 'ngebak', 'gak', 'bisa', 'login', 'wifi', 'aku', 'dan', 'enak', 'padahal', 'bintang', 'satu', 'aja', 'tapi', 'sekarang', 'udah', 'gak', 'ngebak']","['kambek', 'ngebak', 'enak', 'satu', 'ngebak']","['kambek', 'ngebak', 'enak', 'satu', 'ngebak']","['kambek', 'ngebak', 'enak', 'satu']","['kambek', 'ngebak', 'enak', 'satu']",kambek ngebak enak satu,"[('kambek',), ('ngebak',), ('enak',), ('satu',)]","[('kambek', 'ngebak'), ('ngebak', 'enak'), ('enak', 'satu')]","[('kambek', 'ngebak', 'enak'), ('ngebak', 'enak', 'satu')]"
Oppo Nnk,5,2025-10-28 04:20:39,SUV ini,suv ini,suv ini,suv ini,"['suv', 'ini']",['suv'],['suv'],['suv'],['suv'],suv,"[('suv',)]",[],[]
KONTOL ODON,5,2025-10-28 04:20:33,Game ink membuat says jadi proplayer,game ink membuat says jadi proplayer,game ink membuat says jadi proplayer,permainan ink membuat says jadi proplayer,"['permainan', 'ink', 'membuat', 'says', 'jadi', 'proplayer']","['permainan', 'ink', 'membuat', 'says', 'proplayer']","['main', 'ink', 'buat', 'says', 'proplayer']","['main', 'ink', 'buat', 'says', 'proplayer']","['main', 'ink', 'buat', 'says', 'proplayer']",main ink buat says proplayer,"[('main',), ('ink',), ('buat',), ('says',), ('proplayer',)]","[('main', 'ink'), ('ink', 'buat'), ('buat', 'says'), ('says', 'proplayer')]","[('main', 'ink', 'buat'), ('ink', 'buat', 'says'), ('buat', 'says', 'proplayer')]"
RAJA HUTANG,5,2025-10-28 04:20:26,game burik yatim yang main nya juga,game burik yatim yang main nya juga,game burik yatim yang main nya juga,permainan burik yatim yang main nya juga,"['permainan', 'burik', 'yatim', 'yang', 'main', 'nya', 'juga']","['permainan', 'burik', 'yatim']","['main', 'burik', 'yatim']","['main', 'burik', 'yatim']","['main', 'burik', 'yatim']",main burik yatim,"[('main',), ('burik',), ('yatim',)]","[('main', 'burik'), ('burik', 'yatim')]","[('main', 'burik', 'yatim')]"
Danz Huda,1,2025-10-28 04:19:34,sering nge bug jika login menggunakan wifi nge stuck di loading tidak bisa masuk,sering nge bug jika login menggunakan wifi nge stuck di loading tidak bisa masuk,sering nge bug jika login menggunakan wifi nge stuck di loading tidak bisa masuk,sering nge bug jika login menggunakan wifi nge stuck di loading tidak bisa masuk,"['sering', 'nge', 'bug', 'jika', 'login', 'menggunakan', 'wifi', 'nge', 'stuck', 'di', 'loading', 'tidak', 'bisa', 'masuk']","['sering', 'nge', 'menggunakan', 'nge', 'stuck', 'loading']","['sering', 'nge', 'guna', 'nge', 'stuck', 'loading']","['sering', 'nge', 'guna', 'stuck', 'loading']","['sering', 'nge', 'guna', 'stuck', 'loading']",sering nge guna stuck loading,"[('sering',), ('nge',), ('guna',), ('stuck',), ('loading',)]","[('sering', 'nge'), ('nge', 'guna'), ('guna', 'stuck'), ('stuck', 'loading')]","[('sering', 'nge', 'guna'), ('nge', 'guna', 'stuck'), ('guna', 'stuck', 'loading')]"
Ghufron Fatah,5,2025-10-28 04:14:19,bagus banget ya,bagus banget ya,bagus banget ya,bagus banget ya,"['bagus', 'banget', 'ya']",[],[],[],[],,[],[],[]
Razu AL,2,2025-10-28 04:11:13,bikin bahagia,bikin bahagia,bikin bahagia,bikin bahagia,"['bikin', 'bahagia']",['bahagia'],['bahagia'],['bahagia'],['bahagia'],bahagia,"[('bahagia',)]",[],[]
Glen,1,2025-10-28 04:10:35,bug tembus es kepal kadang kagak bisa menyambung ulang,bug tembus es kepal kadang kagak bisa menyambung ulang,bug tembus es kepal kadang kagak bisa menyambung ulang,bug tembus es kepal kadang kagak bisa menyambung ulang,"['bug', 'tembus', 'es', 'kepal', 'kadang', 'kagak', 'bisa', 'menyambung', 'ulang']","['tembus', 'es', 'kepal', 'kadang', 'kagak', 'menyambung']","['tembus', 'es', 'kepal', 'kadang', 'kagak', 'sambung']","['tembus', 'es', 'kepal', 'kadang', 'kagak', 'sambung']","['tembus', 'kepal', 'kadang', 'kagak', 'sambung']",tembus kepal kadang kagak sambung,"[('tembus',), ('kepal',), ('kadang',), ('kagak',), ('sambung',)]","[('tembus', 'kepal'), ('kepal', 'kadang'), ('kadang', 'kagak'), ('kagak', 'sambung')]","[('tembus', 'kepal', 'kadang'), ('kepal', 'kadang', 'kagak'), ('kadang', 'kagak', 'sambung')]"
Frans Labedo,5,2025-10-28 04:01:00,saya senang main FF,saya senang main ff,saya senang main ff,saya senang main ff,"['saya', 'senang', 'main', 'ff']",['senang'],['senang'],['senang'],['senang'],senang,"[('senang',)]",[],[]
Aulia_ Alpin,4,2025-10-28 04:00:16,"y bagus, tpi akun aku yg elu knp g bisa login y?? 🥲","y bagus, tpi akun aku yg elu knp g bisa login y?? 🥲",y bagus tpi akun aku yg elu knp g bisa login y,y bagus tpi akun aku yg elu knp g bisa login y,"['y', 'bagus', 'tpi', 'akun', 'aku', 'yg', 'elu', 'knp', 'g', 'bisa', 'login', 'y']","['y', 'yg', 'elu', 'knp', 'g', 'y']","['y', 'yg', 'elu', 'knp', 'g', 'y']","['y', 'yg', 'elu', 'knp', 'g']","['elu', 'knp']",elu knp,"[('elu',), ('knp',)]","[('elu', 'knp')]",[]
Ardi Edy,1,2025-10-28 03:59:54,Pepep kom mama kandung,pepep kom mama kandung,pepep kom mama kandung,pepep kom mama kandung,"['pepep', 'kom', 'mama', 'kandung']","['pepep', 'kom', 'mama', 'kandung']","['pepep', 'kom', 'mama', 'kandung']","['pepep', 'kom', 'mama', 'kandung']","['pepep', 'kom', 'mama', 'kandung']",pepep kom mama kandung,"[('pepep',), ('kom',), ('mama',), ('kandung',)]","[('pepep', 'kom'), ('kom', 'mama'), ('mama', 'kandung')]","[('pepep', 'kom', 'mama'), ('kom', 'mama', 'kandung')]"
Ferry Khu,5,2025-10-28 03:57:04,terbaik,terbaik,terbaik,terbaik,['terbaik'],[],[],[],[],,[],[],[]
M FIKRI016,5,2025-10-28 03:52:38,lumayan lh tapi min mau request bug damage headshot nya di ilangin dg,lumayan lh tapi min mau request bug damage headshot nya di ilangin dg,lumayan lh tapi min mau request bug damage headshot nya di ilangin dg,lumayan lh tapi min mau request bug damage headshot nya di ilangin dg,"['lumayan', 'lh', 'tapi', 'min', 'mau', 'request', 'bug', 'damage', 'headshot', 'nya', 'di', 'ilangin', 'dg']","['lh', 'request', 'damage', 'headshot', 'ilangin', 'dg']","['lh', 'request', 'damage', 'headshot', 'ilangin', 'dg']","['lh', 'request', 'damage', 'headshot', 'ilangin', 'dg']","['request', 'damage', 'headshot', 'ilangin']",request damage headshot ilangin,"[('request',), ('damage',), ('headshot',), ('ilangin',)]","[('request', 'damage'), ('damage', 'headshot'), ('headshot', 'ilangin')]","[('request', 'damage', 'headshot'), ('damage', 'headshot', 'ilangin')]"
FATAN Mrisqi,1,2025-10-28 03:47:30,jelek gak bisa di main kan nya,jelek gak bisa di main kan nya,jelek gak bisa di main kan nya,jelek gak bisa di main kan nya,"['jelek', 'gak', 'bisa', 'di', 'main', 'kan', 'nya']",[],[],[],[],,[],[],[]
Nico Aja,5,2025-10-28 03:46:59,game terbaik,game terbaik,game terbaik,permainan terbaik,"['permainan', 'terbaik']",['permainan'],['main'],['main'],['main'],main,"[('main',)]",[],[]
Veni Veronika,5,2025-10-28 03:43:43,game ini seru sih tapi banyak orang yang pake cheat dan pake file kaga di band sedangkan yg main murni kena suspend,game ini seru sih tapi banyak orang yang pake cheat dan pake file kaga di band sedangkan yg main murni kena suspend,game ini seru sih tapi banyak orang yang pake cheat dan pake file kaga di band sedangkan yg main murni kena suspend,permainan ini seru sih tapi banyak orang yang pake cheat dan pake file kaga di band sedangkan yg main murni kena suspend,"['permainan', 'ini', 'seru', 'sih', 'tapi', 'banyak', 'orang', 'yang', 'pake', 'cheat', 'dan', 'pake', 'file', 'kaga', 'di', 'band', 'sedangkan', 'yg', 'main', 'murni', 'kena', 'suspend']","['permainan', 'seru', 'banyak', 'orang', 'cheat', 'file', 'kaga', 'band', 'yg', 'murni', 'suspend']","['main', 'seru', 'banyak', 'orang', 'cheat', 'file', 'kaga', 'band', 'yg', 'murni', 'suspend']","['main', 'seru', 'banyak', 'orang', 'cheat', 'file', 'kaga', 'band', 'yg', 'murni', 'suspend']","['main', 'seru', 'banyak', 'orang', 'cheat', 'file', 'kaga', 'band', 'murni', 'suspend']",main seru banyak orang cheat file kaga band murni suspend,"[('main',), ('seru',), ('banyak',), ('orang',), ('cheat',), ('file',), ('kaga',), ('band',), ('murni',), ('suspend',)]","[('main', 'seru'), ('seru', 'banyak'), ('banyak', 'orang'), ('orang', 'cheat'), ('cheat', 'file'), ('file', 'kaga'), ('kaga', 'band'), ('band', 'murni'), ('murni', 'suspend')]","[('main', 'seru', 'banyak'), ('seru', 'banyak', 'orang'), ('banyak', 'orang', 'cheat'), ('orang', 'cheat', 'file'), ('cheat', 'file', 'kaga'), ('file', 'kaga', 'band'), ('kaga', 'band', 'murni'), ('band', 'murni', 'suspend')]"
rofi to,5,2025-10-28 03:35:56,game bagus CptCpt,game bagus cptcpt,game bagus cptcpt,permainan bagus cptcpt,"['permainan', 'bagus', 'cptcpt']","['permainan', 'cptcpt']","['main', 'cptcpt']","['main', 'cptcpt']","['main', 'cptcpt']",main cptcpt,"[('main',), ('cptcpt',)]","[('main', 'cptcpt')]",[]
Alham Nandana,5,2025-10-28 03:35:36,game ini seru,game ini seru,game ini seru,permainan ini seru,"['permainan', 'ini', 'seru']","['permainan', 'seru']","['main', 'seru']","['main', 'seru']","['main', 'seru']",main seru,"[('main',), ('seru',)]","[('main', 'seru')]",[]
Pak Rusli,4,2025-10-28 03:29:14,cewek Bagaimana hukum aku nggak bisa buka untuk suami pesan mengalami gerhana bulan sama teman,cewek bagaimana hukum aku nggak bisa buka untuk suami pesan mengalami gerhana bulan sama teman,cewek bagaimana hukum aku nggak bisa buka untuk suami pesan mengalami gerhana bulan sama teman,cewek bagaimana hukum aku nggak bisa buka untuk suami pesan mengalami gerhana bulan sama teman,"['cewek', 'bagaimana', 'hukum', 'aku', 'nggak', 'bisa', 'buka', 'untuk', 'suami', 'pesan', 'mengalami', 'gerhana', 'bulan', 'sama', 'teman']","['cewek', 'bagaimana', 'hukum', 'suami', 'pesan', 'mengalami', 'gerhana', 'bulan']","['cewek', 'bagaimana', 'hukum', 'suami', 'pesan', 'alami', 'gerhana', 'bulan']","['cewek', 'bagaimana', 'hukum', 'suami', 'pesan', 'alami', 'gerhana', 'bulan']","['cewek', 'bagaimana', 'hukum', 'suami', 'pesan', 'alami', 'gerhana', 'bulan']",cewek bagaimana hukum suami pesan alami gerhana bulan,"[('cewek',), ('bagaimana',), ('hukum',), ('suami',), ('pesan',), ('alami',), ('gerhana',), ('bulan',)]","[('cewek', 'bagaimana'), ('bagaimana', 'hukum'), ('hukum', 'suami'), ('suami', 'pesan'), ('pesan', 'alami'), ('alami', 'gerhana'), ('gerhana', 'bulan')]","[('cewek', 'bagaimana', 'hukum'), ('bagaimana', 'hukum', 'suami'), ('hukum', 'suami', 'pesan'), ('suami', 'pesan', 'alami'), ('pesan', 'alami', 'gerhana'), ('alami', 'gerhana', 'bulan')]"
Yogi Yogi,5,2025-10-28 03:22:08,keren,keren,keren,keren,['keren'],[],[],[],[],,[],[],[]
Saipul anwar,5,2025-10-28 03:20:40,bagus sangat bagus,bagus sangat bagus,bagus sangat bagus,bagus sangat bagus,"['bagus', 'sangat', 'bagus']",['sangat'],['sangat'],['sangat'],['sangat'],sangat,"[('sangat',)]",[],[]
Alpi Ganteng,5,2025-10-28 03:12:10,Saya cinta free fire,saya cinta free fire,saya cinta free fire,saya cinta free fire,"['saya', 'cinta', 'free', 'fire']","['free', 'fire']","['free', 'fire']","['free', 'fire']","['free', 'fire']",free fire,"[('free',), ('fire',)]","[('free', 'fire')]",[]
Aldoo and Lily,5,2025-10-28 02:42:00,"game kikir, medit, udah game sepi tapi skin gratis nya masih aja dikit, minimal effort dikit kasih kek skin SG2 bagus gratis, udah mah game nya skrg sepi masih aja kikir, gmna ga nambah sepi coba😹","game kikir, medit, udah game sepi tapi skin gratis nya masih aja dikit, minimal effort dikit kasih kek skin sg2 bagus gratis, udah mah game nya skrg sepi masih aja kikir, gmna ga nambah sepi coba😹",game kikir medit udah game sepi tapi skin gratis nya masih aja dikit minimal effort dikit kasih kek skin sg bagus gratis udah mah game nya skrg sepi masih aja kikir gmna ga nambah sepi coba,permainan kikir medit udah permainan sepi tapi skin gratis nya masih aja sedikit minimal effort sedikit kasih kek skin sg bagus gratis udah mah permainan nya sekarang sepi masih aja kikir gmna ga nambah sepi coba,"['permainan', 'kikir', 'medit', 'udah', 'permainan', 'sepi', 'tapi', 'skin', 'gratis', 'nya', 'masih', 'aja', 'sedikit', 'minimal', 'effort', 'sedikit', 'kasih', 'kek', 'skin', 'sg', 'bagus', 'gratis', 'udah', 'mah', 'permainan', 'nya', 'sekarang', 'sepi', 'masih', 'aja', 'kikir', 'gmna', 'ga', 'nambah', 'sepi', 'coba']","['permainan', 'kikir', 'medit', 'permainan', 'sepi', 'gratis', 'sedikit', 'minimal', 'effort', 'sedikit', 'sg', 'gratis', 'mah', 'permainan', 'sepi', 'kikir', 'gmna', 'nambah', 'sepi']","['main', 'kikir', 'medit', 'main', 'sepi', 'gratis', 'sedikit', 'minimal', 'effort', 'sedikit', 'sg', 'gratis', 'mah', 'main', 'sepi', 'kikir', 'gmna', 'nambah', 'sepi']","['main', 'kikir', 'medit', 'sepi', 'gratis', 'sedikit', 'minimal', 'effort', 'sg', 'mah', 'gmna', 'nambah']","['main', 'kikir', 'medit', 'sepi', 'gratis', 'sedikit', 'minimal', 'effort', 'mah', 'gmna', 'nambah']",main kikir medit sepi gratis sedikit minimal effort mah gmna nambah,"[('main',), ('kikir',), ('medit',), ('sepi',), ('gratis',), ('sedikit',), ('minimal',), ('effort',), ('mah',), ('gmna',), ('nambah',)]","[('main', 'kikir'), ('kikir', 'medit'), ('medit', 'sepi'), ('sepi', 'gratis'), ('gratis', 'sedikit'), ('sedikit', 'minimal'), ('minimal', 'effort'), ('effort', 'mah'), ('mah', 'gmna'), ('gmna', 'nambah')]","[('main', 'kikir', 'medit'), ('kikir', 'medit', 'sepi'), ('medit', 'sepi', 'gratis'), ('sepi', 'gratis', 'sedikit'), ('gratis', 'sedikit', 'minimal'), ('sedikit', 'minimal', 'effort'), ('minimal', 'effort', 'mah'), ('effort', 'mah', 'gmna'), ('mah', 'gmna', 'nambah')]"
Wahyu Fajrin,5,2025-10-28 02:37:30,terbaik,terbaik,terbaik,terbaik,['terbaik'],[],[],[],[],,[],[],[]
Arky Tasman,5,2025-10-28 02:32:35,sorotan,sorotan,sorotan,sorotan,['sorotan'],['sorotan'],['sorot'],['sorot'],['sorot'],sorot,"[('sorot',)]",[],[]
Udinnn Safi,5,2025-10-28 02:24:00,Saya sangat suka,saya sangat suka,saya sangat suka,saya sangat suka,"['saya', 'sangat', 'suka']",['sangat'],['sangat'],['sangat'],['sangat'],sangat,"[('sangat',)]",[],[]
Galaxy Samsung,5,2025-10-28 02:22:13,mantaf,mantaf,mantaf,mantaf,['mantaf'],['mantaf'],['mantaf'],['mantaf'],['mantaf'],mantaf,"[('mantaf',)]",[],[]
Agil Alsamri,5,2025-10-28 02:05:32,"Wah, seru banget main Free Fire-nya! Aku berhasil nge-get beberapa kill dan hampir bawa tim ke kemenangan. Strategi dan kerja sama tim benar-benar diuji dalam pertandingan kali ini. Meskipun akhirnya gak menang, pengalaman dan keseruan saat bermain tetap worth it! Siap untuk match berikutnya! 🔥👊","wah, seru banget main free fire-nya! aku berhasil nge-get beberapa kill dan hampir bawa tim ke kemenangan. strategi dan kerja sama tim benar-benar diuji dalam pertandingan kali ini. meskipun akhirnya gak menang, pengalaman dan keseruan saat bermain tetap worth it! siap untuk match berikutnya! 🔥👊",wah seru banget main free firenya aku berhasil ngeget beberapa kill dan hampir bawa tim ke kemenangan strategi dan kerja sama tim benarbenar diuji dalam pertandingan kali ini meskipun akhirnya gak menang pengalaman dan keseruan saat bermain tetap worth it siap untuk match berikutnya,wah seru banget main free firenya aku berhasil ngeget beberapa kill dan hampir bawa tim ke kemenangan strategi dan kerja sama tim benarbenar diuji dalam pertandingan kali ini meskipun akhirnya gak menang pengalaman dan keseruan saat bermain tetap worth it siap untuk match berikutnya,"['wah', 'seru', 'banget', 'main', 'free', 'firenya', 'aku', 'berhasil', 'ngeget', 'beberapa', 'kill', 'dan', 'hampir', 'bawa', 'tim', 'ke', 'kemenangan', 'strategi', 'dan', 'kerja', 'sama', 'tim', 'benarbenar', 'diuji', 'dalam', 'pertandingan', 'kali', 'ini', 'meskipun', 'akhirnya', 'gak', 'menang', 'pengalaman', 'dan', 'keseruan', 'saat', 'bermain', 'tetap', 'worth', 'it', 'siap', 'untuk', 'match', 'berikutnya']","['wah', 'seru', 'free', 'firenya', 'berhasil', 'ngeget', 'beberapa', 'kill', 'hampir', 'bawa', 'tim', 'kemenangan', 'strategi', 'kerja', 'tim', 'benarbenar', 'diuji', 'pertandingan', 'kali', 'pengalaman', 'keseruan', 'bermain', 'tetap', 'worth', 'it', 'siap', 'berikutnya']","['wah', 'seru', 'free', 'firenya', 'hasil', 'ngeget', 'beberapa', 'kill', 'hampir', 'bawa', 'tim', 'menang', 'strategi', 'kerja', 'tim', 'benarbenar', 'uji', 'tanding', 'kali', 'alam', 'seru', 'main', 'tetap', 'worth', 'it', 'siap', 'ikut']","['wah', 'seru', 'free', 'firenya', 'hasil', 'ngeget', 'beberapa', 'kill', 'hampir', 'bawa', 'tim', 'menang', 'strategi', 'kerja', 'benarbenar', 'uji', 'tanding', 'kali', 'alam', 'main', 'tetap', 'worth', 'it', 'siap', 'ikut']","['wah', 'seru', 'free', 'firenya', 'hasil', 'ngeget', 'beberapa', 'kill', 'hampir', 'bawa', 'tim', 'menang', 'strategi', 'kerja', 'benarbenar', 'uji', 'tanding', 'kali', 'alam', 'main', 'tetap', 'worth', 'siap', 'ikut']",wah seru free firenya hasil ngeget beberapa kill hampir bawa tim menang strategi kerja benarbenar uji tanding kali alam main tetap worth siap ikut,"[('wah',), ('seru',), ('free',), ('firenya',), ('hasil',), ('ngeget',), ('beberapa',), ('kill',), ('hampir',), ('bawa',), ('tim',), ('menang',), ('strategi',), ('kerja',), ('benarbenar',), ('uji',), ('tanding',), ('kali',), ('alam',), ('main',), ('tetap',), ('worth',), ('siap',), ('ikut',)]","[('wah', 'seru'), ('seru', 'free'), ('free', 'firenya'), ('firenya', 'hasil'), ('hasil', 'ngeget'), ('ngeget', 'beberapa'), ('beberapa', 'kill'), ('kill', 'hampir'), ('hampir', 'bawa'), ('bawa', 'tim'), ('tim', 'menang'), ('menang', 'strategi'), ('strategi', 'kerja'), ('kerja', 'benarbenar'), ('benarbenar', 'uji'), ('uji', 'tanding'), ('tanding', 'kali'), ('kali', 'alam'), ('alam', 'main'), ('main', 'tetap'), ('tetap', 'worth'), ('worth', 'siap'), ('siap', 'ikut')]","[('wah', 'seru', 'free'), ('seru', 'free', 'firenya'), ('free', 'firenya', 'hasil'), ('firenya', 'hasil', 'ngeget'), ('hasil', 'ngeget', 'beberapa'), ('ngeget', 'beberapa', 'kill'), ('beberapa', 'kill', 'hampir'), ('kill', 'hampir', 'bawa'), ('hampir', 'bawa', 'tim'), ('bawa', 'tim', 'menang'), ('tim', 'menang', 'strategi'), ('menang', 'strategi', 'kerja'), ('strategi', 'kerja', 'benarbenar'), ('kerja', 'benarbenar', 'uji'), ('benarbenar', 'uji', 'tanding'), ('uji', 'tanding', 'kali'), ('tanding', 'kali', 'alam'), ('kali', 'alam', 'main'), ('alam', 'main', 'tetap'), ('main', 'tetap', 'worth'), ('tetap', 'worth', 'siap'), ('worth', 'siap', 'ikut')]"
